Facility Name,Physical Address,City,Latitude,Longitude,Geocode_Status
B. Braun Chinhoyi Dialysis Unit,"Shop Number 3, 5336 David Guzuzu Street",Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
B.A.V.Ncube Surgery,37R.Mugabe Way,Bulawayo,-20.1047913,28.6128588,Exact / Approximate
B.Braun Zimbabwe (PVT)LTD,32M&NBluffhill Industrial Park,Harare,-17.8567035,31.0601584,Exact / Approximate
B.R Pharmacy,118 Athol BuildingCorner 10th/fourth Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Avenue Clinic,66Baines Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Avenue Clinic T/A Mazowe Street Paediatric Hospital,Number 11 Mazowe Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Avenue Retail Pharmacy,66 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Baines Dental Clinic,19 Baines Avenue Corner Blakiston,Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Family and Travel Clinic,53 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Baines Imaging Group,123 Herbert Chitepo,Mutare,-18.9741954,32.670106,Exact / Approximate
Baines Imaging Group - Byo imaging,70 Robert Mugabe Way,Bulawayo,-20.1047913,28.6128588,Exact / Approximate
Baines Imaging Group - JV Avenues Clinic,Cnr Mazowe Street / Baines Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Imaging Group Medical Centre,52 Baines AvenueCnr Baines / Leopold Takawira,Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Intercare Medical Centre,15 Baines Avenues,Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Occupational Health Services,"Suite 1, Glendyne Court 12th Avenue & J Tongogara",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Baines Occupational Health Services,"Suite 1, 22A-7th Street",Gweru,-19.4616316,29.8205953,Exact / Approximate
Baines Occupational Health Services,"27 Baines Avenue, Suite 2 Dutton Court",Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Pathology,52 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Baines Pathology,52 Josiah Chinamano Avenues,Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Pharmacy,"20 Mimosa Flats, 19 Baines Avenue",Harare,-17.8567035,31.0601584,Exact / Approximate
Baines Physio Clinic,26 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Baines Specialist Children's Clinic,53 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Ballantyne Park Pharmacy,"Shop 11, Ballantyne Park Square Wellburn Drive Borrowdale",Harare,-17.8567035,31.0601584,Exact / Approximate
Ballu Pharmacy,52Corner 4th Street and Dejager Avenue,Marondera,-18.190098,31.545542,Exact / Approximate
Ballu Pharmacy - Yellow City,2416 Nungu ExtensionChitepo,Marondera,-18.190098,31.545542,Exact / Approximate
Balm Medical Laboratories,3Elnat Building 5 J.Tongogara Road,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Balm of Gilead Dental Clinic,4 Elnat Flat 59 Josiah Tongogara,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Balm of Gilead Medical and Orthopaedic,4Elnat Flat59 Josiah Tongogara Corner 5th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Balm of Gilead Medical Clinic,"2 Elnat Flat, 59 Josiah TongogaraCnr 5th Avenue & Tongogara",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Balm of Hope Maternity,21 Union Street,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Balm of Hope Surgery,4742Light IndustryWaverly,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Balm Pharmacy,"Number 3631 Masotsha Ndhlovu Way, Prospect",Harare,-17.8567035,31.0601584,Exact / Approximate
Balm Surgery,"Stand Number 5144, Warren Park D Shops",Harare,-17.8567035,31.0601584,Exact / Approximate
Balsam Pharmacy,Shop A 3207 Chiwororo Business Centre,Masvingo,-20.7453957,31.334138,Exact / Approximate
Bambanani New Start Centre,4th FloorHaddon Sly Building8th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Bambanani New Start Centre,90 Samuel Parirenyatwa Street,Bulawayo,-20.1543244,28.5899955,Exact / Approximate
Bandason C. Surgery,123 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Bank Street Pharmacy,101 Chinhoyi Street,Harare,-17.8296751,31.0430269,Exact / Approximate
Banket District Hospital,Court Road,Banket,-17.3873576,30.392518,Exact / Approximate
Banket Family Practice,232 Stations Road,Banket,-17.3873576,30.392518,Exact / Approximate
Banket Kuwadzana Surgery,748Kuwadzana Township,Banket,-17.3873576,30.392518,Exact / Approximate
Banket Medical Imaging- Xray Unit,232 Station Road,Banket,-17.3873576,30.392518,Exact / Approximate
Banket RDC-Dzivarasekwa Extension Clinic,P.O.Box 5Dzivarasekwa,Harare,-17.8567035,31.0601584,Exact / Approximate
Banket-Mart Pharmacy,Shop No. 2 Stand No. 20Kuwadzana Shopping Centre,Banket,-17.3873576,30.392518,Exact / Approximate
Baobab Surgery,1270Baobab North Extension,Hwange,-18.8406624,26.7310154,Exact / Approximate
Barbicol Pharmacy,294 ED Mnangagwa Road,Masvingo,-20.7453957,31.334138,Exact / Approximate
Barbourfields Pharmacy,Shop 208Barbourfield Shopping Centre,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Barry Nell Pharmacy,264A Josiah Tongogara,Masvingo,-20.0471848,30.8134677,Exact / Approximate
Bata Shoe Company Clinic,Stand 512/522 Heavy Industrial SitesBulawayo Road,Gweru,-19.4616316,29.8205953,Exact / Approximate
Batsi Pharmacy,27473 Nyamauru Dangamvura,Mutare,-18.974656,32.670473,Exact / Approximate
Batsirai Medical Center,2058Maketa Herdes,Chegutu,-18.1867654,30.39756,Exact / Approximate
Batsiranayi Healthcare Services,1178 Hintonville,Chegutu,-18.1867654,30.39756,Exact / Approximate
BB & T Medical & Dental Surgeries,Kalmic House Corner Main Street / Appleby,Bindura,-17.2989727,31.3299701,Exact / Approximate
BC Dental Surgery-Bulawayo,Suite 115Medical Chambers 94-98 JNM Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Beacon Pharmacy,845 Mubairo Road,Harare,-17.8567035,31.0601584,Exact / Approximate
Beamed Primary Care Clinic,86 Kaguvi Street,Harare,-17.8354079,31.0406989,Exact / Approximate
Beatrice RDC-Acton Reynolds Rural Health Center,Acton Reynolds Resettlement AreaBox 88,Beatrice,-18.2580858,30.8544051,Exact / Approximate
Beatrice RDC-Ringa Rural Health Center,Ringa Resettlement AreaBox 141,Beatrice,-18.2580858,30.8544051,Exact / Approximate
Beautalin Health Dental Clinic,95 Marwede Road Glaudina,Harare,-17.8567035,31.0601584,Exact / Approximate
Beautalin Radiology,95Marwede Road Glaudina,Harare,-17.8567035,31.0601584,Exact / Approximate
Beautalin Radiology- Xray Unit,95 Marwede RoadGlaudina,Zvimba,-17.3431736,30.4209716,Exact / Approximate
Beersheba Mission Clinic,Beersheba Mission ClinicBox 354,Norton,-17.87454,30.695954,Exact / Approximate
Beit Border 24hr Pharmacy,4722CDulibadzimu Township,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beit Pharmacy,1 Beit AvenueMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Beitbridge District Hospital,175Dulivhazimu,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge Pharmacy,170 Dulibadzimu Township,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge Pharmacy,2224 TshithaudzeMashavire,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Chamnngana Clinic,Ward 11,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Chaswingo Clinic,Ward 3,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Chikwarakwara RHC,Box 57,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Chituripasi RHC,Box 57,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Dite Health Rural Center,Box 57,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Dulibadzimu Clinic,Dulibadzimu Clinic,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Majini RHC,Box 57,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Makakavhule Clinic,Ward 6,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Makombe Clinic,Ward 3,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Masera Clinic,Ward 7,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Mtetengwe Clinic,Ward 6,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Nottingham RHC,Box 60,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Shabwe RHC,Shabwe RHC,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Shashi Clinic,Ward 8,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Swereki Clinic,Ward 9,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Tongwe Clinic,Ward 4,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Beitbridge RDC-Zezani Clinic,Ward 10,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Bellevue Pharmacy,105 gladstone roadbellevue shopping centre,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Belvedere Maternity Home,17Princess RoadBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Belvedere Medical Centre,189 Samora Machel Avenue,Harare,-17.8290299,31.0256699,Exact / Approximate
Belvedere Medical Centre Ambulance,2 Dendy Young DriveBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Belvedere Medical Centre Dental,2 Dendy Young Drive AvenueBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Belvedere Medical Centre Hospital,2 Dendy YoungBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Belvedere Medical Centre Laboratory,2 Dendy YoungBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Belvedere Medical Centre WUA,549 Arcturus Road,Harare,-17.7970506,31.0986008,Exact / Approximate
Belvedere Medical Centre-Ultrasound,189Samora Machel AvenueBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Belvedere Pharmacy,189 Samora Machel Avenue,Harare,-17.8290299,31.0256699,Exact / Approximate
Belvedere Pharmacy - Long Chen Plaza,Shops 6-7 Longcheng PlazaBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Belvedere Pharmacy-Pathway,"Stand 14575, Old Year 2",Kadoma,-18.3374033,29.9135021,Exact / Approximate
Belvedere Technical Teacher's College Clinic,1 Harvard RoadBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Benjimed Health Clinic,23 Tashinga StreetDombotombo,Marondera,-18.190098,31.545542,Exact / Approximate
Berejena Mission Hospital,Berejena VillageChivi District,Masvingo,-20.7453957,31.334138,Exact / Approximate
Bernito Pharmacy,Stand 57 / 58 Central Avenue,Mvuma,-19.281896,30.531038,Exact / Approximate
Bertino Pharmacy,Stand No 57 Central Avenue,Mvuma,-19.281896,30.531038,Exact / Approximate
Bestzone Pharmacy,199A Mainstreet,Marondera,-18.190098,31.545542,Exact / Approximate
Bestzone Pharmacy,Shop 1 Gorlon House 7 Jason Moyo Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Bestzone Pharmacy,Stand Number 1931 Bindura CBD,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bestzone Pharmacy,749 Border Gezi Avenue,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bestzone Pharmacy,9 Nelson Mandela AveCnr Chinhoyi Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Bestzone Pharmacy,141 Mbuya Nehanda Street Cnr Jason Moyo Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Bestzone Pharmacy - 56 Nelson Mandela Av,56 Nelson Mandela,Harare,-17.8289446,31.0497324,Exact / Approximate
Bestzone Pharmacy - Angwa,70 Robert Mugabe Rd Cnr Angwa Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Bestzone Pharmacy - Harare,52 Robert Mugabe Road Corner Julius Nyerere Way,Harare,-17.8567035,31.0601584,Exact / Approximate
Bestzone Pharmacy - Kadoma,"N8 - N9 Sam Levy Complex, Herbert Chitepo Street",Kadoma,-18.3374033,29.9135021,Exact / Approximate
Bestzone Pharmacy- Kwame Nkrumah,111 Kwame Nkrumah Ave,Harare,-17.8268986,31.0544289,Exact / Approximate
Bestzone Pharmacy- Samora Machel,35 Samora Machel Avenue,Harare,-17.8290299,31.0256699,Exact / Approximate
Beta Eyes,Westend Clinic Suite 11,Harare,-17.8567035,31.0601584,Exact / Approximate
Beta Eyes Surgery,1074Masotcha Ndlovu Way/6th AvenueWaterfalls,Harare,-17.8567035,31.0601584,Exact / Approximate
Betacare Pharmacy,318 Beatrice Township,Beatrice,-18.2580858,30.8544051,Exact / Approximate
Betacare Pharmacy,3/8Beatrice Township,Beatrice,-18.2580858,30.8544051,Exact / Approximate
Betahealth Dental Surgery,17 Wakefield RoadAvondale,Harare,-17.8567035,31.0601584,Exact / Approximate
Betahealth Dental Surgery,38 Angwa Street,Harare,-17.831712,31.0486008,Exact / Approximate
Bethany Clinic,37 Fred Jammerson Street,Karoi,-16.8190442,29.6836936,Exact / Approximate
Bethel Clinic,13115 Eastview Phase 3 Calidonia,Goromonzi,-17.8182737,31.3723592,Exact / Approximate
Bethel Clinic Laboratory - Gweru,Number 736th Street,Gweru,-19.4616316,29.8205953,Exact / Approximate
Bethel Pharmacy,31 Magamba Way,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Bethel Private Clinic,73 6th Street,Gweru,-19.4560789,29.8166475,Exact / Approximate
Bethrapha Physiotherapy Clinic,11 Jameson Street,Mutare,-18.9803976,32.6620851,Exact / Approximate
Better Life Pharmacy,3086/11Mbizo,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Beverly Medical Centre,10 Magamba Way Suite 2,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Beyuo's Dental Surgery,Suite 2 37 Baines Medical Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Bhaskar Orthodontics & Family Dentistry,47 Churchill Avenue,Harare,-17.7897306,31.0553386,Exact / Approximate
"Bikita Minerals, Masarasara Clinic",Glen clova Farm,Masvingo,-20.7453957,31.334138,Exact / Approximate
Bikita RDC-Chitasa Clinic,Ward 7P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Gangare Clinic,Ward 21P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Gava Clinic,Ward 1P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Hozvi Clinic,Ward 10P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Marozva Clinic,Ward 32P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Mungezi Clinic,Ward 23P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Murwira Clinic,Ward 19,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Mutikizizi Clinic,Ward 6P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Muvava Clinic,Ward 25P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Negovanhu Clinic,Ward 14P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Odzi Clinic,Ward 3P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bikita RDC-Pfupajena Clinic,Ward 5P.Bag 594,Nyika,-20.0099648,31.6032388,Exact / Approximate
Bindura Dental Surgery,106 York Street,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Family Clinic,Stand Number 1924New Commercial Stands,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Medi Centre,Stand 76 Cnr Main Street/ Second Street,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Medi Clinic Radiology,Stand No.76Cnr First/Second Street,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Medi-Clinic,76 Cnr Main and Second Street,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Medi-Clinic Dental Surgery,76 Cnr Street/2nd Street,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Municiplity -Chiwaridzo Polyclinic,Chiwaridzo RoadChiwaridzo,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Municiplity-Chipadze Clinic,1 Hwakanandi Street Chipadze,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Provincial Hospital,Bindura Provincial HospitalCnr Greenhill Road/Matepatepa Road,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura RDC-Chinehasha Rural Healt Centre,Chinehasha Communal LandsP.O.Box 70 Concession,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura RDC-Chiveso Rural Healt Centre,Near Murembe Primary SchoolManhenga,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura RDC-Hatcliff Clinic,Hatcliffe Extension High Density SuburbP.O.Box 70,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura RDC-Muonwe Rural Health Centre,Muonwe Business Centre,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura RDC-Nyakudya Rural Healt Centre,Nyakudya Communal LandsP.O.Box 70 Concession,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura RDC-Shutu Rural Healt Centre,Shutu Communal LandsP.O.Box 70 Concession,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura Rehab Clinc,Cnr Main Street/ Second Street,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura University Health Centre,1 Chimurenga RoadOff Trojan Road,Bindura,-17.2989727,31.3299701,Exact / Approximate
Bindura University Optometry Clinic,Lot 3Homans Plot,Bindura,-17.2989727,31.3299701,Exact / Approximate
Binga Pharmacy,315,Binga,-17.6218333,27.3425776,Exact / Approximate
Binga RDC-Chinego RHC,C/O Box 7,Binga,-17.6871283,27.7059714,Exact / Approximate
Binga RDC-Chunga RHC,C/O Box 7,Binga,-17.6871283,27.7059714,Exact / Approximate
Binga RDC-Lubimbi RHC,C/O Box 7,Binga,-17.6871283,27.7059714,Exact / Approximate
Binga RDC-Lusulu RHC,Box 7,Binga,-17.6218333,27.3425776,Exact / Approximate
Binga RDC-Muchesu RHC,C/O Box 7,Binga,-17.6871283,27.7059714,Exact / Approximate
Binga RDC-Pashu RHC,Dobola Ward,Binga,-17.6871283,27.7059714,Exact / Approximate
Binga RDC-Siansundu RHC,C/O Box 7,Binga,-17.6871283,27.7059714,Exact / Approximate
Binga RDC-Siansundu RHC,Siansundu Rural Area,Binga,-17.6871283,27.7059714,Exact / Approximate
Binga RDC-Sinakoma RHC,Sinakoma Ward,Binga,-17.6871283,27.7059714,Exact / Approximate
Binga RDC-Sinansengwe RHC,Sinansengwe Ward,Binga,-17.6871283,27.7059714,Exact / Approximate
Bio Analytical Laboratory,1074 Corner Masotsha and SixthParktown,Harare,-17.8567035,31.0601584,Exact / Approximate
Bio Express Laboratory,2 Zambezi Centre,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Bio Express Labs,40 J. Tongogara Ave,Harare,-17.8169058,31.0439397,Exact / Approximate
Biogene Laboratories,155 Kwame Nkurumah Cnr 7th Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Biogene Laboratories,Suite 19Gallena De Falls Complex,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Biogene Laboratory,685Mukwa Drive,Hwange,-18.8406624,26.7310154,Exact / Approximate
Biogenix Medical Labs,44 Chingaira Street,Rusape,-18.5334765,32.1256769,Exact / Approximate
Biomedical Research and Training Institute,10 Seagrave,Harare,-17.7877378,31.0422287,Exact / Approximate
Biopath Diagnostic Laboratory,266Commercial Street,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
BioPharm(PVT)LTD,Unit 1Montagu Investments43 Highfield Road,Harare,-17.8567035,31.0601584,Exact / Approximate
Bioreference Clinical Laboratory,15 5th StreetWiston Park,Marondera,-18.190098,31.545542,Exact / Approximate
Biosignal Medical Laboratories and Diagnostics,60 Robert Mugabe Way,Zvishavane,-20.3159097,30.0526888,Exact / Approximate
Birchenough Bridge Family Surgery,184Birchenough Bridge Business Centre,Birchenough Bridge,-19.961975,32.3442521,Exact / Approximate
Birchenough Bridge Family Surgery,Stand 184,Birchenough Bridge,-19.961975,32.3442521,Exact / Approximate
Birchenough Bridge Pharmacy,191 Birchenough Bridge,Chipinge,-19.9625238,32.3425014,Exact / Approximate
Birchenough Bridge X - Imaging,Stand Number 185,Birchenough Bridge,-19.961975,32.3442521,Exact / Approximate
Birthsider Neurosurgical Health Services,Standbic House Cnr 8th Avenue and JMN Nkomo Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Bishop Gaul Dental Surgery,20 Bishop Gaul AvenueBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
